accX,accy,accZ,gyroX,gyroY,gyroZ,flex1,flex2,flex3,mag,count,label
0.0547,0.0732,-0.058,-0.0934,0.0157,0.04,1.0,0.0004,0.0,0.0721,1.0,1
0.1029,-0.0565,-0.0558,-0.1183,0.0115,-0.0149,1.0,0.0002,0.0,0.0867,1.0,1
0.067,-0.0671,-0.017,-0.0163,0.0323,-0.0208,1.0,0.0004,0.0,0.0642,1.0,1
0.0787,0.0548,-0.0069,0.0689,0.041,0.0089,0.9485,0.0002,0.0,0.0641,1.0,1
0.037,0.1234,0.0115,0.0275,0.0215,-0.0105,0.6206,0.0004,0.0,0.0863,1.0,1
0.0692,0.0979,0.015,-0.0191,0.0169,0.0041,0.5243,0.0002,0.0,0.0806,1.0,1
0.0707,0.0424,0.0115,-0.0215,-0.0001,0.0153,0.0417,0.0004,0.0,0.0555,1.0,1
0.1014,0.0171,-0.0057,-0.0085,-0.002,0.0071,0.0067,0.0002,0.0,0.0687,1.0,1
0.0981,0.0249,-0.0146,0.0078,-0.0002,-0.0043,0.0005,0.0004,0.0,0.0682,1.0,1
0.0812,0.0429,-0.0193,0.0005,-0.0054,-0.0146,0.0011,0.0002,0.0,0.0625,1.0,1
0.0781,0.0491,-0.0217,-0.0004,-0.0037,-0.0063,0.0005,0.0004,0.0,0.0632,1.0,1
0.0579,0.0655,-0.0147,-0.0158,0.0063,0.0008,0.0012,0.0002,0.0,0.0591,1.0,1
0.0627,0.0296,-0.0229,-0.0211,-0.0063,0.0009,0.0005,0.0004,0.0,0.0487,1.0,1
0.0875,0.0225,-0.0482,0.0002,-0.0045,-0.0032,0.0012,0.0002,0.0,0.0683,1.0,1
0.0985,0.049,-0.0535,0.0058,0.0047,-0.0078,0.0005,0.0004,0.0,0.0816,1.0,1
0.1014,0.0171,-0.0057,-0.0085,-0.002,0.0071,0.0067,0.0002,0.0,0.0687,2.0,1
0.0981,0.0249,-0.0146,0.0078,-0.0002,-0.0043,0.0005,0.0004,0.0,0.0682,2.0,1
0.0812,0.0429,-0.0193,0.0005,-0.0054,-0.0146,0.0011,0.0002,0.0,0.0625,2.0,1
0.0781,0.0491,-0.0217,-0.0004,-0.0037,-0.0063,0.0005,0.0004,0.0,0.0632,2.0,1
0.0579,0.0655,-0.0147,-0.0158,0.0063,0.0008,0.0012,0.0002,0.0,0.0591,2.0,1
0.0627,0.0296,-0.0229,-0.0211,-0.0063,0.0009,0.0005,0.0004,0.0,0.0487,2.0,1
0.0875,0.0225,-0.0482,0.0002,-0.0045,-0.0032,0.0012,0.0002,0.0,0.0683,2.0,1
0.0985,0.049,-0.0535,0.0058,0.0047,-0.0078,0.0005,0.0004,0.0,0.0816,2.0,1
0.0846,0.069,-0.0207,-0.0056,0.0154,-0.0018,0.0008,0.0002,0.0,0.0741,2.0,1
